Age_GTS2004,Age_GTS2012,Age_GTS2016,Age_GTS2020,SLice,SLice max,SLice min,d18Osw,Temperature,Temperature max,Temperature min,SLice (long),SLice max (long),SLice min (long),d18Osw (long),Temperature (long),Temperature max (long),Temperature min (long)
9.2,9.203,9.203,9.203,-5.65,-2.4,-9,0.06,3,3.3,2.56,-13.27,-4.91,-11.7,0.15,,3.61,2.87
9.3,9.299,9.299,9.299,-5.64,-2.39,-8.99,0.06,3.07,3.38,2.63,-12.81,-4.36,-11.67,0.14,3.47,3.63,2.87
9.4,9.415,9.415,9.415,-5.63,-2.37,-8.97,0.06,3.1,3.42,2.66,-12.32,-3.8,-11.62,0.14,3.48,3.64,2.88
9.5,9.507,9.507,9.507,-5.61,-2.34,-8.94,0.06,3.11,3.43,2.66,-11.8,-3.24,-11.57,0.13,3.49,3.65,2.88
9.6,9.597,9.597,9.597,-5.58,-2.32,-8.92,0.06,3.13,3.45,2.67,-11.25,-2.68,-11.5,0.12,3.49,3.66,2.89
9.7,9.7,9.7,9.7,-5.56,-2.29,-8.89,0.06,3.2,3.53,2.74,-10.67,-2.12,-11.42,0.12,3.49,3.68,2.89
9.8,9.806,9.806,9.806,-5.5,-2.22,-8.82,0.06,3.32,3.65,2.86,-10.05,-1.56,-11.32,0.11,3.49,3.68,2.89
9.9,9.904,9.904,9.904,-5.41,-2.12,-8.72,0.06,3.48,3.81,3.01,-9.41,-1,-11.22,0.1,3.49,3.69,2.89
10,9.997,9.997,9.997,-5.28,-1.98,-8.53,0.06,3.62,3.95,3.14,-8.74,-0.44,-11.1,0.1,3.48,3.7,2.89
10.1,10.099,10.099,10.099,-5.12,-1.76,-8.22,0.06,3.67,4,3.19,-8.07,0.11,-10.96,0.09,3.48,3.71,2.89
10.2,10.201,10.201,10.201,-4.97,-1.43,-7.85,0.05,3.64,3.98,3.16,-7.4,0.66,-10.82,0.08,3.47,3.72,2.89
10.3,10.303,10.303,10.303,-5,-0.98,-7.78,0.06,3.59,3.93,3.09,-6.75,1.2,-10.66,0.07,3.45,3.73,2.89
10.4,10.404,10.404,10.404,-5.4,-0.39,-8.54,0.06,3.52,3.86,3.02,-6.12,1.74,-10.5,0.07,3.44,3.73,2.89
10.5,10.506,10.506,10.506,-6.36,0.32,-10.63,0.07,3.46,3.81,2.96,-5.53,2.27,-10.32,0.06,3.43,3.74,2.89
10.6,10.608,10.608,10.608,-7.89,1.12,-14.15,0.09,3.45,3.8,2.94,-4.98,2.8,-10.15,0.05,3.42,3.75,2.89
10.7,10.71,10.71,10.71,-9.72,1.96,-18.55,0.11,3.48,3.83,2.97,-4.48,3.31,-9.96,0.05,3.41,3.75,2.89
10.8,10.812,10.812,10.812,-11.39,2.81,-22.76,0.13,3.54,3.9,3.02,-4.02,3.83,-9.78,0.04,3.41,3.76,2.89
10.9,10.913,10.913,10.913,-12.33,3.66,-25.58,0.14,3.63,3.99,3.11,-3.61,4.33,-9.61,0.04,3.4,3.77,2.88
11,11.015,11.015,11.015,-12.13,4.51,-26.13,0.13,3.72,4.09,3.2,-3.24,4.83,-9.45,0.04,3.4,3.77,2.88
11.1,11.125,11.125,11.125,-10.65,5.36,-24.1,0.12,3.76,4.13,3.23,-2.9,5.33,-9.3,0.03,3.4,3.78,2.88
11.2,11.234,11.234,11.234,-8.03,6.2,-19.83,0.09,3.73,4.1,3.19,-2.58,5.83,-9.16,0.03,3.41,3.78,2.87
11.3,11.335,11.335,11.335,-4.63,7.11,-14.12,0.05,3.65,4.03,3.11,-2.27,6.33,-9.04,0.02,3.41,3.77,2.86
11.4,11.436,11.436,11.436,-0.89,8.24,-7.98,0.01,3.54,3.92,3,-1.94,6.85,-8.89,0.02,3.41,3.77,2.85
11.5,11.537,11.537,11.537,2.78,9.82,-2.43,-0.03,3.39,3.77,2.84,-1.6,7.21,-8.53,0.02,3.42,3.78,2.85
11.6,11.642,11.642,11.642,5.95,12.02,1.66,-0.07,3.22,3.6,2.67,-1.27,7.55,-8.12,0.01,3.43,3.79,2.85
11.7,11.741,11.741,11.741,8.21,14.73,3.69,-0.09,3.06,3.45,2.51,-0.87,7.89,-7.64,0.01,3.44,3.8,2.85
11.8,11.839,11.839,11.839,9.18,17.28,3.58,-0.1,2.93,3.33,2.37,-0.41,8.22,-7.08,0,3.46,3.81,2.86
11.9,11.937,11.937,11.937,8.67,18.62,1.72,-0.1,2.87,3.26,2.3,0.09,8.57,-6.45,0,3.48,3.84,2.87
12,12.035,12.035,12.035,6.86,17.88,-0.97,-0.08,2.89,3.29,2.32,0.64,8.94,-5.74,-0.01,3.5,3.86,2.89
12.1,12.154,12.154,12.154,4.32,14.95,-3.43,-0.05,2.98,3.38,2.4,1.23,9.33,-4.96,-0.01,3.53,3.89,2.91
12.2,12.264,12.264,12.264,1.73,10.77,-5.12,-0.02,3.08,3.49,2.5,1.87,9.76,-4.13,-0.02,3.56,3.93,2.94
12.3,12.362,12.362,12.362,-0.31,6.96,-6.05,0,3.18,3.59,2.59,2.53,10.22,-3.25,-0.03,3.6,3.96,2.97
12.4,12.459,12.459,12.459,-1.44,4.76,-6.38,0.02,3.26,3.68,2.67,3.21,10.71,-2.36,-0.04,3.64,4.01,3
12.5,12.544,12.544,12.544,-1.64,4.39,-6.25,0.02,3.35,3.77,2.76,3.89,11.23,-1.48,-0.04,3.68,4.05,3.04
12.6,12.627,12.627,12.627,-1.05,5.23,-5.56,0.01,3.45,3.87,2.85,4.56,11.76,-0.62,-0.05,3.73,4.11,3.09
12.7,12.71,12.71,12.71,0.09,6.3,-4.17,0,3.57,3.99,2.96,5.2,12.3,0.19,-0.06,3.79,4.17,3.14
12.8,12.808,12.808,12.808,1.43,7.04,-2.35,-0.02,3.71,4.14,3.1,5.8,12.83,0.92,-0.06,3.86,4.24,3.2
12.9,12.91,12.91,12.91,2.7,7.5,-0.58,-0.03,3.88,4.31,3.26,6.33,13.34,1.58,-0.07,3.94,4.32,3.28
13,13.016,13.016,13.016,3.82,8.01,0.86,-0.04,4.02,4.45,3.4,6.8,13.83,2.15,-0.07,4.02,4.41,3.36
13.1,13.108,13.108,13.108,4.78,8.71,1.92,-0.05,4.16,4.6,3.54,7.19,14.3,2.64,-0.08,4.12,4.51,3.45
13.2,13.199,13.199,13.199,5.64,9.51,2.79,-0.06,4.3,4.74,3.67,7.51,14.73,3.04,-0.08,4.23,4.62,3.56
13.3,13.296,13.296,13.296,6.49,10.3,3.73,-0.07,4.41,4.85,3.77,7.75,15.14,3.37,-0.09,4.34,4.74,3.67
13.4,13.395,13.395,13.395,7.46,11.17,4.9,-0.08,4.47,4.91,3.83,7.94,15.51,3.63,-0.09,4.47,4.87,3.79
13.5,13.499,13.499,13.499,8.79,12.55,6.38,-0.1,4.51,4.96,3.87,8.08,15.86,3.84,-0.09,4.6,5.01,3.92
13.6,13.603,13.603,13.603,10.66,14.93,8.11,-0.12,4.51,4.96,3.86,8.18,16.18,4.01,-0.09,4.74,5.16,4.06
13.7,13.704,13.704,13.704,13.03,18.41,9.88,-0.14,4.47,4.93,3.82,8.26,16.49,4.15,-0.09,4.89,5.31,4.2
13.8,13.8,13.8,13.8,15.57,22.61,11.4,-0.17,4.46,4.92,3.8,8.32,16.78,4.26,-0.09,5.04,5.46,4.34
13.9,13.891,13.891,13.891,17.83,26.74,12.37,-0.2,4.52,4.98,3.86,8.37,17.05,4.34,-0.09,5.18,5.62,4.49
14,13.983,13.983,13.983,19.3,29.78,12.71,-0.21,4.67,5.14,4.01,8.42,17.29,4.4,-0.09,5.33,5.78,4.64
14.1,14.075,14.075,14.075,19.65,31.03,12.39,-0.22,4.92,5.39,4.25,8.44,17.51,4.43,-0.09,5.48,5.94,4.79
14.2,14.17,14.17,14.17,18.82,30.32,11.45,-0.21,5.23,5.7,4.55,8.45,17.68,4.41,-0.09,5.62,6.09,4.94
14.3,14.285,14.285,14.285,17.05,28.1,10.11,-0.19,5.58,6.05,4.9,8.43,17.81,4.34,-0.09,5.76,6.24,5.08
14.4,14.4,14.4,14.4,14.88,25.36,8.76,-0.16,5.91,6.39,5.23,8.37,17.88,4.22,-0.09,5.9,6.39,5.22
14.5,14.516,14.516,14.516,12.82,22.88,7.73,-0.14,6.2,6.68,5.51,8.26,17.88,4.03,-0.09,6.03,6.53,5.36
14.6,14.625,14.625,14.625,11.05,21,7.03,-0.12,6.41,6.9,5.72,8.11,17.81,3.78,-0.09,6.16,6.67,5.49
14.7,14.706,14.706,14.706,9.41,19.63,6.17,-0.1,6.58,7.07,5.88,7.91,17.68,3.47,-0.09,6.29,6.81,5.62
14.8,14.791,14.791,14.791,7.51,18.49,4.31,-0.08,6.76,7.25,6.05,7.67,17.47,3.11,-0.08,6.41,6.94,5.74
14.9,14.894,14.894,14.895,5.16,17.38,1.1,-0.06,6.99,7.49,6.28,7.38,17.2,2.71,-0.08,6.54,7.07,5.87
15,14.999,14.999,15.005,2.6,16.28,-2.95,-0.03,7.28,7.78,6.57,7.05,16.85,2.26,-0.08,6.66,7.2,5.99
15.1,15.1,15.1,15.118,0.42,15.18,-6.51,0,7.59,8.09,6.87,6.69,16.44,1.79,-0.07,6.77,7.33,6.11
15.2,15.2,15.2,15.226,-0.73,14.1,-8.19,0.01,7.86,8.37,7.14,6.29,15.96,1.3,-0.07,6.89,7.45,6.22
15.3,15.3,15.3,15.325,-0.57,13.07,-7.45,0.01,8.02,8.53,7.29,5.86,15.44,0.81,-0.06,7,7.57,6.33
15.4,15.4,15.4,15.424,0.7,12.15,-4.85,-0.01,8.01,8.53,7.28,5.42,14.86,0.32,-0.06,7.1,7.68,6.43
15.5,15.5,15.5,15.523,2.5,11.38,-1.57,-0.03,7.83,8.34,7.09,4.96,14.25,-0.15,-0.05,7.19,7.78,6.52
15.6,15.6,15.6,15.623,4.24,10.78,1.29,-0.05,7.58,8.1,6.83,4.49,13.63,-0.6,-0.05,7.27,7.86,6.6
15.7,15.7,15.7,15.722,5.42,10.3,3.08,-0.06,7.35,7.87,6.6,4.02,13,-1.02,-0.04,7.34,7.94,6.67
15.8,15.8,15.8,15.821,5.68,9.9,3.4,-0.06,7.17,7.7,6.42,3.56,12.39,-1.41,-0.04,7.4,8,6.72
15.9,15.9,15.9,15.921,4.78,9.57,1.97,-0.05,7.09,7.62,6.34,3.11,11.8,-1.77,-0.03,7.45,8.05,6.76
16,16,16,16.018,2.83,9.32,-1.05,-0.03,7.16,7.7,6.4,2.68,11.26,-2.1,-0.03,7.48,8.08,6.78
16.1,16.1,16.1,16.108,0.44,9.21,-4.8,0,7.36,7.89,6.59,2.28,10.75,-2.41,-0.03,7.5,8.1,6.79
16.2,16.2,16.2,16.199,-1.47,9.23,-7.89,0.02,7.62,8.16,6.85,1.91,10.3,-2.71,-0.02,7.51,8.1,6.79
16.3,16.3,16.3,16.343,-2.18,9.32,-9.07,0.02,7.89,8.43,7.11,1.58,9.89,-2.98,-0.02,7.52,8.1,6.78
16.4,16.4,16.4,16.399,-1.54,9.38,-8.09,0.02,8.09,8.63,7.31,1.28,9.52,-3.24,-0.01,7.52,8.1,6.77
16.5,16.5,16.5,16.473,-0.13,9.37,-5.83,0,8.18,8.73,7.4,1.02,9.19,-3.48,-0.01,7.51,8.08,6.75
16.6,16.6,16.6,16.566,1.25,9.28,-3.55,-0.01,8.18,8.74,7.39,0.78,8.9,-3.71,-0.01,7.5,8.07,6.73
16.7,16.7,16.7,16.625,2.1,9.12,-2,-0.02,8.09,8.65,7.3,0.57,8.64,-3.92,-0.01,7.49,8.05,6.7
16.8,16.8,16.8,16.716,2.37,8.84,-1.25,-0.03,7.95,8.51,7.15,0.38,8.41,-4.12,0,7.48,8.04,6.68
16.9,16.9,16.9,16.817,2.3,8.4,-0.93,-0.03,7.78,8.34,6.98,0.21,8.2,-4.32,0,7.46,8.03,6.66
17,17,17,16.918,2.14,7.77,-0.69,-0.02,7.61,8.17,6.8,0.06,8.03,-4.51,0,7.45,8.02,6.64
17.1,17.1,17.1,17.018,1.97,7.08,-0.56,-0.02,7.44,8.01,6.62,-0.09,7.87,-4.7,0,7.44,8.01,6.62
17.2,17.2,17.2,17.119,1.76,6.51,-0.66,-0.02,7.27,7.84,6.45,-0.23,7.73,-4.88,0,7.42,8,6.61
17.3,17.3,17.3,17.222,1.43,6.2,-1.16,-0.02,7.08,7.66,6.26,-0.37,7.61,-5.06,0,7.41,7.99,6.59
17.4,17.4,17.4,17.327,0.75,6.19,-2.38,-0.01,6.9,7.48,6.07,-0.5,7.49,-5.24,0.01,7.39,7.98,6.57
17.5,17.5,17.5,17.431,-0.5,6.37,-4.6,0.01,6.77,7.35,5.93,-0.62,7.39,-5.41,0.01,7.37,7.96,6.54
17.6,17.6,17.6,17.527,-2.33,6.56,-7.7,0.03,6.73,7.32,5.89,-0.73,7.31,-5.56,0.01,7.35,7.94,6.51
17.7,17.7,17.7,17.618,-4.28,6.64,-10.84,0.05,6.81,7.4,5.97,-0.82,7.26,-5.72,0.01,7.32,7.91,6.48
17.8,17.8,17.8,17.739,-5.59,6.58,-12.78,0.06,6.98,7.57,6.13,-0.88,7.26,-5.89,0.01,7.29,7.88,6.44
17.9,17.9,17.9,17.844,-5.68,6.45,-12.68,0.06,7.18,7.77,6.32,-0.92,7.33,-6.07,0.01,7.25,7.84,6.4
18,18,18,17.948,-4.63,6.33,-10.79,0.05,7.34,7.94,6.48,-0.93,7.47,-6.29,0.01,7.21,7.81,6.35
18.1,18.1,18.1,18.053,-3.1,6.3,-8.32,0.03,7.43,8.04,6.57,-0.9,7.72,-6.54,0.01,7.16,7.77,6.3
18.2,18.2,18.2,18.158,-1.79,6.38,-6.4,0.02,7.46,8.06,6.59,-0.83,8.07,-6.83,0.01,7.12,7.73,6.26
18.3,18.3,18.3,18.262,-1.07,6.55,-5.49,0.01,7.44,8.05,6.57,-0.72,8.54,-7.15,0.01,7.08,7.69,6.21
18.4,18.4,18.4,18.367,-0.85,6.76,-5.4,0.01,7.42,8.03,6.54,-0.58,9.14,-7.5,0.01,7.03,7.66,6.17
18.5,18.5,18.5,18.472,-0.88,7,-5.64,0.01,7.39,8.01,6.51,-0.4,9.86,-7.85,0,6.99,7.62,6.13
18.6,18.6,18.6,18.544,-0.98,7.23,-5.95,0.01,7.36,7.98,6.48,-0.18,10.69,-8.19,0,6.95,7.59,6.08
18.7,18.7,18.7,18.606,-1.1,7.43,-6.24,0.01,7.29,7.92,6.4,0.07,11.61,-8.49,0,6.91,7.55,6.04
18.8,18.8,18.8,18.684,-1.26,7.49,-6.51,0.01,7.17,7.79,6.27,0.36,12.6,-8.76,0,6.86,7.52,6
18.9,18.9,18.9,18.776,-1.48,7.25,-6.72,0.02,7.01,7.64,6.11,0.66,13.63,-8.96,-0.01,6.82,7.48,5.95
19,19,19,18.869,-1.77,6.64,-6.82,0.02,6.88,7.52,5.98,0.98,14.68,-9.11,-0.01,6.78,7.44,5.9
19.1,19.1,19.1,18.961,-2.05,5.85,-6.92,0.02,6.77,7.41,5.86,1.3,15.72,-9.19,-0.01,6.73,7.39,5.85
19.2,19.2,19.2,19.053,-2.19,5.51,-7.29,0.02,6.68,7.32,5.77,1.6,16.71,-9.23,-0.02,6.68,7.34,5.79
19.3,19.3,19.3,19.145,-2.04,6.39,-8.13,0.02,6.62,7.26,5.7,1.87,17.64,-9.22,-0.02,6.63,7.29,5.73
19.4,19.4,19.4,19.238,-1.45,9.13,-9.48,0.02,6.54,7.19,5.62,2.1,18.48,-9.19,-0.02,6.58,7.23,5.66
19.5,19.5,19.5,19.33,-0.32,13.85,-11.15,0,6.45,7.1,5.52,2.27,19.23,-9.17,-0.02,6.54,7.18,5.6
19.6,19.6,19.6,19.422,1.34,19.91,-12.82,-0.01,6.34,6.99,5.4,2.37,19.88,-9.18,-0.03,6.49,7.12,5.54
19.7,19.7,19.7,19.515,3.38,26.28,-14.37,-0.04,6.23,6.88,5.29,2.41,20.41,-9.24,-0.03,6.46,7.07,5.48
19.8,19.8,19.8,19.644,5.49,31.9,-15.65,-0.06,6.17,6.83,5.23,2.37,20.84,-9.36,-0.03,6.42,7.03,5.43
19.9,19.9,19.9,19.784,7.3,36.03,-16.39,-0.08,6.18,6.85,5.24,2.26,21.15,-9.54,-0.02,6.4,7,5.39
20,20,20,19.923,8.6,38.6,-16.33,-0.09,6.2,6.87,5.25,2.09,21.36,-9.79,-0.02,6.38,6.98,5.36
20.1,20.1,20.1,20.049,9.43,39.99,-15.4,-0.1,6.19,6.86,5.24,1.89,21.47,-10.09,-0.02,6.38,6.97,5.34
20.2,20.2,20.2,20.167,10.21,40.76,-13.65,-0.11,6.13,6.8,5.17,1.65,21.5,-10.41,-0.02,6.38,6.97,5.34
20.3,20.3,20.3,20.284,11.26,41.13,-11.24,-0.12,5.97,6.65,5.01,1.41,21.44,-10.74,-0.02,6.39,6.99,5.34
20.4,20.4,20.4,20.402,12.21,40.58,-8.6,-0.13,5.77,6.45,4.8,1.17,21.33,-11.04,-0.01,6.4,7.01,5.36
20.5,20.5,20.5,20.52,12.51,38.45,-5.98,-0.14,5.6,6.28,4.62,0.95,21.15,-11.31,-0.01,6.42,7.04,5.38
20.6,20.6,20.6,20.637,11.57,34.38,-3.77,-0.13,5.52,6.21,4.54,0.76,20.92,-11.52,-0.01,6.44,7.07,5.41
20.7,20.7,20.7,20.754,9.28,28.87,-2.36,-0.1,5.56,6.25,4.58,0.58,20.65,-11.65,-0.01,6.46,7.11,5.43
20.8,20.8,20.8,20.854,6.52,23.26,-1.5,-0.07,5.69,6.39,4.7,0.43,20.31,-11.7,0,6.48,7.15,5.46
20.9,20.9,20.9,20.951,3.79,18.6,-1.37,-0.04,5.88,6.57,4.88,0.29,19.91,-11.68,0,6.5,7.18,5.49
21,21,21,21.049,1.09,15.19,-2.57,-0.01,6.07,6.77,5.07,0.14,19.43,-11.58,0,6.51,7.22,5.52
21.1,21.1,21.1,21.147,-1.8,12.77,-5.45,0.02,6.28,6.98,5.27,-0.02,18.87,-11.43,0,6.53,7.25,5.54
21.2,21.2,21.2,21.244,-5.22,10.75,-10.11,0.06,6.55,7.26,5.54,-0.22,18.22,-11.25,0,6.54,7.27,5.56
21.3,21.3,21.3,21.341,-8.97,8.75,-15.75,0.1,6.9,7.61,5.89,-0.46,17.47,-11.07,0.01,6.55,7.3,5.57
21.4,21.4,21.4,21.438,-12.38,6.75,-20.92,0.14,7.28,8,6.26,-0.76,16.63,-10.92,0.01,6.56,7.32,5.58
21.5,21.5,21.5,21.536,-14.91,4.76,-24.39,0.16,7.6,8.32,6.58,-1.12,15.7,-10.82,0.01,6.57,7.33,5.59
21.6,21.6,21.6,21.633,-16.22,2.83,-25.61,0.18,7.81,8.53,6.78,-1.54,14.72,-10.81,0.02,6.59,7.35,5.6
21.7,21.7,21.7,21.735,-16.25,1.19,-24.68,0.18,7.88,8.61,6.85,-2,13.69,-10.89,0.02,6.61,7.37,5.61
21.8,21.8,21.8,21.841,-15.02,0.34,-22.19,0.17,7.83,8.56,6.79,-2.5,12.65,-11.06,0.03,6.63,7.39,5.63
21.9,21.9,21.9,21.947,-12.62,0.95,-18.85,0.14,7.67,8.4,6.63,-3.01,11.63,-11.33,0.03,6.66,7.42,5.64
22,22,22,22.051,-9.13,3.56,-15.15,0.1,7.43,8.17,6.38,-3.51,10.67,-11.66,0.04,6.69,7.44,5.66
22.1,22.1,22.1,22.159,-4.81,7.97,-11.26,0.05,7.14,7.87,6.08,-3.97,9.79,-12.04,0.04,6.72,7.47,5.68
22.2,22.2,22.2,22.268,-0.24,12.97,-7.29,0,6.81,7.55,5.76,-4.37,9.02,-12.42,0.05,6.75,7.5,5.71
22.3,22.3,22.3,22.372,3.8,16.98,-3.58,-0.04,6.53,7.27,5.47,-4.7,8.38,-12.79,0.05,6.78,7.53,5.73
22.4,22.4,22.4,22.466,6.49,18.81,-0.73,-0.07,6.33,7.07,5.26,-4.95,7.89,-13.11,0.05,6.8,7.55,5.74
22.5,22.5,22.5,22.561,7.41,18.36,0.61,-0.08,6.19,6.94,5.12,-5.1,7.54,-13.37,0.06,6.81,7.57,5.75
22.6,22.6,22.6,22.653,6.69,16.66,0.2,-0.07,6.07,6.82,4.99,-5.16,7.33,-13.55,0.06,6.82,7.58,5.75
22.7,22.7,22.7,22.743,4.94,14.79,-1.61,-0.05,5.92,6.68,4.84,-5.13,7.25,-13.65,0.06,6.82,7.57,5.74
22.8,22.8,22.8,22.848,2.74,13.08,-4.09,-0.03,5.75,6.51,4.67,-5.01,7.27,-13.69,0.06,6.81,7.56,5.72
22.9,22.9,22.9,22.971,0.19,11.06,-6.98,0,5.65,6.41,4.56,-4.84,7.39,-13.67,0.05,6.79,7.55,5.69
23,23,23,23.024,-3.07,7.83,-10.5,0.03,5.75,6.52,4.66,-4.61,7.59,-13.62,0.05,6.76,7.52,5.66
23.1,23.095,23.095,23.095,-7.28,3.17,-14.95,0.08,6.14,6.91,5.04,-4.37,7.83,-13.56,0.05,6.73,7.49,5.62
23.2,23.188,23.188,23.174,-11.82,-1.87,-19.93,0.13,6.68,7.45,5.57,-4.11,8.09,-13.51,0.05,6.7,7.47,5.59
23.3,23.258,23.258,23.255,-15.35,-5.5,-24.21,0.17,7.19,7.97,6.08,-3.88,8.35,-13.51,0.04,6.66,7.44,5.55
23.4,23.32,23.32,23.344,-16.66,-6.38,-26.53,0.18,7.56,8.34,6.44,-3.66,8.59,-13.57,0.04,6.63,7.41,5.52
23.5,23.42,23.42,23.45,-15.76,-4.69,-26.73,0.17,7.72,8.5,6.6,-3.48,8.8,-13.68,0.04,6.59,7.39,5.48
23.6,23.519,23.519,23.556,-13.68,-1.85,-25.51,0.15,7.7,8.49,6.58,-3.33,8.97,-13.85,0.04,6.56,7.37,5.46
23.7,23.619,23.619,23.661,-11.12,1.16,-23.4,0.12,7.59,8.38,6.46,-3.19,9.12,-14.05,0.04,6.53,7.35,5.43
23.8,23.719,23.719,23.767,-8.1,4.26,-20.43,0.09,7.41,8.2,6.27,-3.05,9.25,-14.25,0.03,6.49,7.33,5.41
23.9,23.818,23.818,23.873,-4.25,7.97,-16.42,0.05,7.15,7.95,6.02,-2.89,9.4,-14.43,0.03,6.46,7.31,5.38
24,23.918,23.918,23.979,0.11,12.18,-11.9,0,6.83,7.63,5.69,-2.7,9.59,-14.54,0.03,6.42,7.29,5.35
24.1,23.999,23.999,24.06,3.3,15.28,-8.62,-0.04,6.53,7.33,5.38,-2.44,9.86,-14.55,0.03,6.38,7.26,5.31
24.2,24.143,24.143,24.156,4.03,16,-7.89,-0.04,6.32,7.13,5.17,-2.11,10.24,-14.44,0.02,6.33,7.21,5.26
24.3,24.236,24.236,24.241,2.61,14.78,-9.54,-0.03,6.23,7.04,5.07,-1.7,10.74,-14.18,0.02,6.27,7.16,5.19
24.4,24.329,24.329,24.326,0.57,13.41,-12.24,-0.01,6.19,7,5.02,-1.21,11.36,-13.78,0.01,6.2,7.09,5.12
24.5,24.422,24.422,24.411,-0.32,13.8,-14.38,0,6.12,6.94,4.96,-0.65,12.1,-13.24,0.01,6.13,7.01,5.02
24.6,24.509,24.509,24.483,0.3,16.23,-15.3,0,6.02,6.84,4.85,-0.04,12.93,-12.6,0,6.04,6.91,4.92
24.7,24.589,24.589,24.537,1.2,19,-15.47,-0.01,5.93,6.75,4.75,0.62,13.82,-11.89,-0.01,5.95,6.81,4.81
24.8,24.669,24.669,24.592,1.02,20.08,-15.55,-0.01,5.9,6.73,4.72,1.3,14.73,-11.14,-0.01,5.85,6.69,4.69
24.9,24.749,24.749,24.646,-0.65,18.54,-15.83,0.01,5.93,6.76,4.74,1.98,15.63,-10.38,-0.02,5.75,6.58,4.56
25,24.869,24.869,24.708,-3.08,14.98,-16.14,0.03,5.96,6.8,4.77,2.65,16.49,-9.64,-0.03,5.65,6.47,4.44
25.1,24.989,24.989,24.781,-4.94,11.09,-16.11,0.05,5.94,6.78,4.74,3.3,17.29,-8.95,-0.04,5.55,6.36,4.32
25.2,25.045,25.045,24.944,-5.37,8.49,-15.56,0.06,5.81,6.65,4.61,3.9,18.02,-8.33,-0.04,5.45,6.25,4.21
25.3,25.105,25.105,25.105,-4.31,7.93,-14.39,0.05,5.62,6.47,4.42,4.44,18.65,-7.78,-0.05,5.36,6.16,4.11
25.4,25.215,25.215,25.215,-1.92,9.5,-12.41,0.02,5.39,6.23,4.18,4.91,19.19,-7.3,-0.05,5.27,6.07,4.02
25.5,25.312,25.312,25.312,1.73,12.98,-9.25,-0.02,5.12,5.97,3.9,5.28,19.63,-6.91,-0.06,5.19,5.99,3.93
25.6,25.415,25.415,25.415,6.52,17.89,-4.76,-0.07,4.8,5.66,3.59,5.56,19.97,-6.59,-0.06,5.12,5.92,3.85
25.7,25.519,25.519,25.519,11.88,23.38,0.46,-0.13,4.47,5.32,3.24,5.74,20.2,-6.35,-0.06,5.05,5.86,3.78
25.8,25.622,25.622,25.622,16.88,28.54,5.28,-0.19,4.14,5,2.91,5.84,20.34,-6.18,-0.06,5,5.8,3.71
25.9,25.725,25.725,25.725,20.77,32.75,8.85,-0.23,3.89,4.76,2.66,5.86,20.38,-6.07,-0.06,4.96,5.75,3.66
26,25.828,25.828,25.828,23.14,35.58,10.75,-0.25,3.75,4.62,2.51,5.83,20.35,-6.02,-0.06,4.92,5.71,3.61
26.1,25.931,25.931,25.931,23.88,36.86,10.95,-0.26,3.72,4.59,2.48,5.78,20.26,-6,-0.06,4.9,5.69,3.57
26.2,26.023,26.023,26.023,22.63,36.15,9.32,-0.25,3.85,4.72,2.6,5.73,20.15,-6,-0.06,4.88,5.67,3.55
26.3,26.1,26.1,26.1,18.72,32.81,5.33,-0.21,4.15,5.02,2.89,5.7,20.04,-6.02,-0.06,4.87,5.66,3.53
26.4,26.177,26.177,26.177,12.54,27.26,-0.69,-0.14,4.53,5.41,3.27,5.69,19.94,-6.03,-0.06,4.87,5.66,3.53
26.5,26.255,26.255,26.255,5.72,20.82,-7,-0.06,4.9,5.78,3.63,5.73,19.88,-6.04,-0.06,4.87,5.68,3.53
26.6,26.332,26.332,26.332,0.38,15.3,-11.6,0,5.13,6.02,3.86,5.79,19.86,-6.03,-0.06,4.88,5.7,3.55
26.7,26.409,26.409,26.409,-1.57,12.7,-13.03,0.02,5.14,6.03,3.87,5.88,19.89,-6.03,-0.06,4.89,5.73,3.57
26.8,26.499,26.499,26.499,0.19,13.85,-11.36,0,4.94,5.84,3.67,5.98,19.96,-6.02,-0.07,4.91,5.77,3.6
26.9,26.59,26.59,26.59,4.41,18.2,-8.17,-0.05,4.64,5.53,3.35,6.09,20.07,-6.01,-0.07,4.93,5.81,3.63
27,26.682,26.682,26.682,9.08,23.78,-5.12,-0.1,4.36,5.26,3.07,6.18,20.18,-6.02,-0.07,4.96,5.85,3.67
27.1,26.774,26.774,26.774,11.83,27.42,-3.62,-0.13,4.25,5.16,2.96,6.25,20.28,-6.05,-0.07,4.98,5.9,3.7
27.2,26.865,26.865,26.865,10.96,26.53,-4.58,-0.12,4.39,5.3,3.1,6.29,20.36,-6.1,-0.07,5.01,5.94,3.74
27.3,26.957,26.957,26.957,6.31,20.59,-7.96,-0.07,4.77,5.68,3.47,6.28,20.4,-6.18,-0.07,5.04,5.98,3.77
27.4,27.049,27.049,27.049,-0.87,11.41,-12.99,0.01,5.26,6.18,3.96,6.21,20.39,-6.29,-0.07,5.07,6.03,3.81
27.5,27.14,27.14,27.14,-8.33,2.46,-18.46,0.09,5.75,6.66,4.44,6.08,20.33,-6.41,-0.07,5.11,6.06,3.84
27.6,27.232,27.232,27.232,-13.94,-3.05,-23.01,0.15,6.13,7.05,4.81,5.9,20.22,-6.55,-0.06,5.14,6.1,3.86
