Age_GTS2004,Age_GTS2012,Age_GTS2016,Age_GTS2020,Temperature,Temperature max,Temperature min,d18Osw,d18Osw max,d18Osw min,Temperature (long),Temperature max (long),Temperature min (long),d18Osw (long),d18Osw max (long),d18Osw min (long)
58.4,58.975,58.975,58.975,14.03,16.33,10.92,-0.111,0.1,-0.329,14.85,17.24,11.59,0.045,0.289,-0.204
58.5,59.053,59.053,59.053,14.06,16.45,10.93,-0.102,0.128,-0.317,15.03,17.42,11.76,0.09,0.336,-0.162
58.6,59.131,59.131,59.131,14.35,16.8,11.13,-0.038,0.22,-0.281,15.21,17.61,11.93,0.133,0.381,-0.122
58.7,59.208,59.208,59.208,15.02,17.49,11.74,0.107,0.39,-0.149,15.38,17.79,12.08,0.173,0.424,-0.086
58.8,59.302,59.302,59.303,16.04,18.49,12.69,0.322,0.594,0.057,15.54,17.96,12.23,0.209,0.463,-0.054
58.9,59.404,59.404,59.407,17.07,19.49,13.62,0.541,0.79,0.263,15.68,18.12,12.36,0.241,0.498,-0.026
59,59.506,59.506,59.512,17.7,20.13,14.23,0.675,0.926,0.402,15.82,18.27,12.48,0.27,0.53,-0.002
59.1,59.609,59.609,59.616,17.76,20.2,14.3,0.693,0.943,0.419,15.94,18.41,12.58,0.294,0.558,0.018
59.2,59.711,59.711,59.72,17.32,19.77,13.87,0.605,0.859,0.313,16.05,18.53,12.67,0.314,0.581,0.034
59.3,59.814,59.814,59.825,16.68,19.2,13.31,0.477,0.742,0.194,16.14,18.62,12.74,0.328,0.597,0.043
59.4,59.916,59.916,59.929,16.18,18.71,12.78,0.372,0.647,0.068,16.19,18.68,12.78,0.333,0.605,0.046
59.5,60.019,60.019,60.034,15.89,18.49,12.46,0.303,0.602,-0.016,16.2,18.7,12.78,0.329,0.602,0.04
59.6,60.121,60.121,60.138,15.86,18.38,12.44,0.284,0.575,-0.027,16.16,18.66,12.74,0.315,0.587,0.025
59.7,60.223,60.223,60.242,16.01,18.48,12.69,0.297,0.572,0.015,16.07,18.58,12.65,0.288,0.56,-0.001
59.8,60.326,60.326,60.347,16.18,18.69,12.73,0.313,0.593,0.015,15.93,18.44,12.51,0.252,0.521,-0.036
59.9,60.428,60.428,60.451,16.35,18.97,12.85,0.327,0.625,0.021,15.75,18.26,12.34,0.206,0.474,-0.078
60,60.531,60.531,60.555,16.38,19.04,12.81,0.318,0.63,-0.018,15.55,18.06,12.14,0.155,0.421,-0.125
60.1,60.633,60.633,60.66,16.23,18.85,12.68,0.273,0.587,-0.06,15.34,17.85,11.95,0.103,0.366,-0.174
60.2,60.736,60.736,60.764,15.91,18.46,12.4,0.196,0.477,-0.123,15.15,17.66,11.76,0.052,0.313,-0.22
60.3,60.838,60.838,60.869,15.46,17.9,12.03,0.085,0.33,-0.197,14.98,17.48,11.59,0.006,0.264,-0.262
60.4,60.941,60.941,60.973,14.92,17.35,11.56,-0.041,0.196,-0.285,14.84,17.34,11.46,-0.035,0.22,-0.298
60.5,61.043,61.043,61.077,14.37,16.78,11.07,-0.16,0.061,-0.384,14.72,17.23,11.35,-0.07,0.182,-0.329
60.6,61.145,61.145,61.182,13.84,16.23,10.59,-0.271,-0.055,-0.485,14.64,17.14,11.27,-0.101,0.148,-0.355
60.7,61.248,61.248,61.286,13.35,15.75,10.15,-0.37,-0.15,-0.569,14.58,17.07,11.21,-0.126,0.12,-0.376
60.8,61.35,61.35,61.391,12.96,15.4,9.69,-0.447,-0.23,-0.662,14.54,17.03,11.17,-0.147,0.096,-0.392
60.9,61.453,61.453,61.495,12.71,15.26,9.4,-0.501,-0.265,-0.734,14.53,17.02,11.16,-0.163,0.078,-0.404
61,61.555,61.555,61.599,12.74,15.32,9.4,-0.504,-0.259,-0.732,14.55,17.04,11.18,-0.172,0.068,-0.411
61.1,61.658,61.658,61.704,13.21,15.72,9.88,-0.422,-0.188,-0.643,14.6,17.1,11.23,-0.174,0.065,-0.413
61.2,61.76,61.76,61.808,13.98,16.44,10.7,-0.289,-0.066,-0.498,14.78,17.29,11.39,-0.15,0.092,-0.392
61.3,61.862,61.862,61.913,14.76,17.26,11.41,-0.16,0.075,-0.385,14.97,17.49,11.56,-0.125,0.121,-0.372
61.4,61.965,61.965,62.017,15.33,17.88,11.93,-0.073,0.171,-0.309,15.15,17.69,11.72,-0.099,0.151,-0.351
61.5,62.067,62.067,62.121,15.54,18.07,12.1,-0.055,0.186,-0.305,15.35,17.89,11.9,-0.072,0.181,-0.329
61.6,62.17,62.17,62.226,15.6,18.01,12.2,-0.065,0.155,-0.299,15.55,18.1,12.07,-0.043,0.213,-0.306
61.7,62.265,62.265,62.316,15.75,18.22,12.32,-0.051,0.178,-0.291,15.75,18.32,12.26,-0.014,0.246,-0.281
61.8,62.354,62.354,62.392,16.02,18.53,12.55,-0.005,0.239,-0.248,15.96,18.54,12.45,0.017,0.28,-0.256
61.9,62.443,62.443,62.467,16.39,18.96,12.9,0.063,0.336,-0.189,16.18,18.77,12.64,0.049,0.316,-0.23
62,62.532,62.532,62.545,16.75,19.4,13.16,0.132,0.421,-0.151,16.4,19,12.84,0.082,0.353,-0.203
62.1,62.619,62.619,62.635,17.03,19.7,13.4,0.187,0.49,-0.107,16.63,19.24,13.05,0.115,0.391,-0.175
62.2,62.706,62.706,62.725,17.19,19.85,13.5,0.224,0.523,-0.092,16.86,19.49,13.25,0.15,0.43,-0.147
62.3,62.793,62.793,62.815,17.25,19.93,13.56,0.248,0.547,-0.097,17.1,19.74,13.47,0.186,0.47,-0.118
62.4,62.88,62.88,62.905,17.27,19.95,13.57,0.266,0.556,-0.101,17.34,19.99,13.68,0.222,0.511,-0.088
